word,stemed
पंख्यापासून,"['पंख्यापास', 'पंख्यापा', 'पंख्य']"
पंख्याप्रमाणे,['पंख्याप्रम']
पंख्यावर,"['पंख्य', 'पंख', 'पंख्य']"
पंगत,[]
पंगती,[]
पंगतींना,['पंगत']
पंगतीची,['पंगत']
पंगतीचे,['पंगत']
पंगतीत,['पंगत']
पंगतीतले,['पंगतीत']
पंगतीतून,"['पंगतीत', 'पंगतीत', 'पंगत']"
पंगतीपर्यंत,[]
पंगतीला,"['पंगत', 'पंगत']"
पंगा,[]
पंगुत्व,[]
पंगू,[]
पंच,[]
पंचकर्म,[]
पंचकर्मे,[]
पंचकर्मेंद्रिये,[]
पंचकातील,"['पंचका', 'पंचक']"
पंचकोष,[]
पंचक्रोशीची,['पंचक्रोश']
पंचक्रोशीचीही,"['पंचक्रोशीच', 'पंचक्रोशीच']"
पंचक्रोशीत,['पंचक्रोश']
पंचक्रोशीतच,"['पंचक्रोशी', 'पंचक्रोश']"
पंचक्रोशीतले,['पंचक्रोशीत']
पंचक्रोशीतल्या,"['पंचक्रोशीतल्', 'पंचक्रोशीतल']"
पंचक्रोशीतील,"['पंचक्रोशीत', 'पंचक्रोशी']"
पंचक्रोशीनंही,[]
पंचक्रोशीमध्ये,[]
पंचक्रोशीला,['पंचक्रोश']
पंचगव्य,[]
पंचतंत्र,[]
पंचतंत्रातील,"['पंचतंत्रा', 'पंचतंत्र']"
पंचतत्त्वांवर,['पंचतत्त्व']
पंचतत्त्वे,[]
पंचतारांकित,[]
पंचदश,[]
पंचधातूंच्या,['पंचधातूंच']
पंचनामा,[]
पंचनामाही,[]
पंचनामे,[]
पंचनाम्याचा,"['पंचनाम्या', 'पंचनाम्य', 'पंचनाम्य']"
पंचनाम्याची,"['पंचनाम्या', 'पंचनाम्य', 'पंचनाम्य', 'पंचनाम']"
पंचनाम्यात,['पंचनाम्']
पंचनाम्यानंतर,"['पंचनाम्यान', 'पंचनाम्य']"
पंचनाम्यानुसार,"['पंचनाम्यानु', 'पंचनाम्य']"
पंचनाम्यामुळे,"['पंचनाम्याम', 'पंचनाम्य', 'पंचनाम']"
पंचपक्वांनाची,"['पंचपक्वांना', 'पंचपक्वांन']"
पंचपक्वानांचा,['पंचपक्वान']
पंचपक्वान्न,[]
पंचपक्वान्नं,[]
पंचपक्वान्नांचं,[]
पंचपक्वान्नांचा,['पंचपक्वान्न']
पंचपक्वान्नांची,['पंचपक्वान्न']
पंचपक्वान्नांनी,['पंचपक्वान्न']
पंचपक्वान्नाचे,"['पंचपक्वान्ना', 'पंचपक्वान्न']"
पंचपदी,[]
पंचपात्रात,[]
पंचपात्री,[]
पंचपात्रीने,[]
पंचपात्रीवर,['पंचपात्र']
पंचप्राण,[]
पंचप्राणात,[]
पंचबाण,[]
पंचमस्तंभी,[]
पंचमस्थान,[]
पंचमस्थानात,[]
पंचमस्थानातील,"['पंचमस्थाना', 'पंचमस्थान']"
पंचमस्थानावरून,"['पंचमस्थान', 'पंचमस्थानावर', 'पंचमस्थानाव']"
पंचमस्थानी,[]
पंचमहापातकी,[]
पंचमहाभूत,[]
पंचमहाभूतांचा,['पंचमहाभूत']
पंचमहाभूतांची,['पंचमहाभूत']
पंचमहाभूतांचे,['पंचमहाभूत']
पंचमहाभूतांच्या,"['पंचमहाभूतांच', 'पंचमहाभूत']"
पंचमहाभूतांतून,['पंचमहाभूतांत']
पंचमहाभूते,[]
पंचमहायज्ञ,['पंचमहायज']
पंचमांश,[]
पंचमांशही,[]
पंचमात,[]
पंचमातली,['पंचम']
पंचमातील,"['पंचमा', 'पंचम']"
पंचमावर,['पंचम']
पंचमी,[]
पंचमीच्या,"['पंचमीच', 'पंचम']"
पंचमीला,['पंचम']
पंचरंगी,[]
पंचलाइन,[]
पंचलाईन,[]
पंचवटी,[]
पंचवटीत,['पंचवट']
पंचवटीतच,"['पंचवटी', 'पंचवट']"
पंचवार्षिक,[]
पंचवार्षिकमध्ये,[]
पंचवार्षिकला,[]
पंचविश,[]
पंचविशी,[]
पंचविशीचा,['पंचविश']
पंचविशीची,['पंचविश']
पंचविशीत,['पंचविश']
पंचविशीतच,"['पंचविशी', 'पंचविश']"
पंचविशीतला,['पंचविशीत']
पंचविशीतली,['पंचविशीत']
पंचविशीतल्या,"['पंचविशीतल्', 'पंचविशीतल']"
पंचविशीतील,"['पंचविशीत', 'पंचविशी']"
पंचविशीपासून,['पंचविशीपास']
पंचविसाला,['पंचविस']
पंचविसावे,[]
पंचविसाव्या,['पंचविसाव']
पंचवीस,[]
पंचवीसपैकी,[]
पंचवीसेक,[]
पंचशील,[]
पंचसूक्त,[]
पंचसूत्री,[]
पंचसूत्रीवर,['पंचसूत्र']
पंचस्कंध,[]
पंचा,[]
पंचांग,[]
पंचांगकर्ते,[]
पंचांगकर्त्यांची,"['पंचांगकर्त्य', 'पंचांगकर्त्या']"
पंचांगश्रवण,[]
पंचांगाची,"['पंचांगा', 'पंचांग']"
पंचांगाचे,"['पंचांगा', 'पंचांग']"
पंचांगात,[]
पंचांगातही,['पंचांग']
पंचांगातील,"['पंचांगा', 'पंचांग']"
पंचांगातून,"['पंचांग', 'पंचांगात']"
पंचांगाद्वारे,['पंचांग']
पंचांगानुसार,['पंचांग']
पंचांगाप्रमाणे,[]
पंचांगावर,['पंचांग']
पंचांगावरून,"['पंचांग', 'पंचांगावर', 'पंचांगाव']"
पंचांच्या,"['पंचांच', 'पंच']"
पंचांना,[]
पंचांनी,['पंच']
पंचांबरोबर,[]
पंचाइतच,[]
पंचाईत,[]
पंचाईतच,[]
पंचाऐंशी,[]
पंचाऐशी,[]
पंचाक्षरी,[]
पंचाग्निसाधन,[]
पंचाची,"['पंचा', 'पंच']"
पंचाच्या,"['पंचाच्', 'पंच', 'पंचाच']"
पंचाण्णव,[]
पंचानन,[]
पंचामृत,[]
पंचामृताचा,"['पंचामृता', 'पंचामृत']"
पंचायत,['पंचा']
पंचायतन,['पंचाय']
पंचायतराज,['पंचायतर']
पंचायती,['पंचाय']
पंचायतींचा,"['पंचायत', 'पंचायतीं']"
पंचायतींची,"['पंचायतीं', 'पंचायत']"
पंचायतींचे,"['पंचायत', 'पंचायतीं']"
पंचायतींचेही,"['पंचायतीं', 'पंचायतींचे']"
पंचायतींच्या,"['पंचायतींच्', 'पंचायतींच', 'पंचायत']"
पंचायतींना,"['पंचायत', 'पंचायतीं']"
पंचायतींवर,"['पंचायतीं', 'पंचायत']"
पंचायतीची,"['पंचायत', 'पंचायती']"
पंचायतीचे,"['पंचायती', 'पंचायत']"
पंचायतीच्या,"['पंचायतीच्', 'पंचायतीच', 'पंचायत']"
पंचायतीत,"['पंचायत', 'पंचायत']"
पंचायतीतर्फे,"['पंचायतीतर्', 'पंचायतीतर्']"
पंचायतीसाठी,"['पंचायतीसा', 'पंचायत']"
पंचारतीने,[]
पंचाला,['पंच']
पंचावन,[]
पंचावनपेक्षा,[]
पंचावन्न,[]
पंचावन्नचे,[]
पंचावन्नाव्या,['पंचावन्नाव']
पंचाहत्तर,[]
पंचाहत्तरच्या,['पंचाहत्तरच']
पंचाहत्तरावा,[]
पंचाहत्तरी,[]
पंचाहत्तरीच्या,"['पंचाहत्तरीच', 'पंचाहत्तर']"
पंचाहत्तरीत,['पंचाहत्तर']
पंचिंग,[]
पंचे,[]
पंचेंद्रिय,[]
पंचेंद्रियांवर,['पंचेंद्रिय']
पंचेंद्रिये,[]
पंचेचाळिशीतच,"['पंचेचाळिशी', 'पंचेचाळिश']"
पंचेचाळीस,[]
पंच्चावन्न,[]
पंच्चाहत्तर,[]
पंच्याण्णव,['पंच्याण']
पंच्यात,['पंच्']
पंच्याहत्तर,['पंच्याहत']
पंच्याहत्तराव्या,['पंच्याहत्तराव']
पंच्याहत्तरी,['पंच्याहत्']
पंच्याहत्तरीचा,"['पंच्याहत्तर', 'पंच्याहत्तर']"
पंच्याहत्तरीच्या,"['पंच्याहत्तरीच', 'पंच्याहत्तर']"
पंजर,[]
पंजरात,[]
पंजा,[]
पंजांच्या,"['पंजांच', 'पंज']"
पंजांत,[]
पंजांनी,['पंज']
पंजाच्या,"['पंजाच्', 'पंज', 'पंजाच']"
पंजात,[]
पंजातच,['पंज']
पंजातून,"['पंज', 'पंजात']"
पंजाप्रमाणे,[]
पंजाब,[]
पंजाबचा,[]
पंजाबची,[]
पंजाबचे,[]
पंजाबच्या,['पंजाबच']
पंजाबमधली,[]
पंजाबमधल्या,['पंजाबमधल']
पंजाबमधील,[]
पंजाबमधून,['पंजाबमध']
पंजाबमधे,[]
पंजाबमध्ये,[]
पंजाबला,[]
पंजाबशी,[]
पंजाबसह,[]
पंजाबही,[]
पंजाबात,[]
पंजाबातले,[]
पंजाबातल्या,"['पंजाबातल', 'पंजाब']"
पंजाबातून,"['पंजाब', 'पंजाबात']"
पंजाबापर्यंत,[]
पंजाबी,[]
पंजाब्यांच्या,"['पंजाब्यांच', 'पंजाब्य']"
पंजामध्ये,['पंज']
पंजे,[]
पंज्यांनी,"['पंज्या', 'पंज्य']"
पंज्याएवढे,['पंज्याए']
पंज्याची,"['पंज्या', 'पंज्य', 'पंज्य', 'पंज']"
पंज्यात,['पंज्']
पंज्याने,"['पंज्य', 'पंज']"
पंज्यामध्ये,"['पंज्य', 'पंज्यामध']"
पंज्यावर,"['पंज्य', 'पंज', 'पंज्य']"
पंडित,[]
पंडितजी,[]
पंडितजींची,['पंडितज']
पंडितजींच्या,"['पंडितजींच', 'पंडितज']"
पंडितजींच्याप्रती,"['पंडितजींच्याप्', 'पंडितजींच्य']"
पंडितजींच्याही,"['पंडितजींच्य', 'पंडितजीं']"
पंडितजींना,['पंडितज']
पंडितजींनी,['पंडितज']
पंडितराज,[]
पंडितांकडून,['पंडितांकड']
पंडितांचं,[]
पंडितांचा,['पंडित']
पंडितांची,['पंडित']
पंडितांचे,['पंडित']
पंडितांच्या,"['पंडितांच', 'पंडित']"
पंडितांच्यात,"['पंडितांच्', 'पंडिता']"
पंडितांना,[]
पंडितांनाही,[]
पंडितांनी,['पंडित']
पंडितांनीही,"['पंडितांन', 'पंडितां']"
पंडिताकडे,['पंडित']
पंडिताचेही,"['पंडिताचे', 'पंडिताच']"
पंडिताच्या,"['पंडिताच्', 'पंडित', 'पंडिताच']"
पंडितानी,[]
पंडिताने,[]
पंडिताला,['पंडित']
पंडिती,[]
पंडीतजींच्या,"['पंडीतजींच्', 'पंडीतजींच', 'पंडीतज']"
पंडुरोग,[]
पंडूरोगाची,"['पंडूरोगा', 'पंडूरोग']"
पंढरपुरात,[]
पंढरपुरातच,['पंढरपुर']
पंढरपुरातील,"['पंढरपुरा', 'पंढरपुर']"
पंढरपुरी,[]
पंढरपूर,[]
पंढरपूरचा,[]
पंढरपूरच्या,['पंढरपूरच']
पंढरपूरमध्ये,[]
पंढरपूरला,[]
पंढरी,[]
पंढरीच,[]
पंढरीची,['पंढर']
पंढरीचे,['पंढर']
पंढरीच्या,"['पंढरीच', 'पंढर']"
पंढरीत,['पंढर']
पंढरीतच,"['पंढरी', 'पंढर']"
पंढरीनगरीत,['पंढरीनगर']
पंढरीनाथ,[]
पंढरीनिधान,[]
पंढरीमध्ये,[]
पंढरीलगतच्या,['पंढरीलगतच']
पंढरीला,['पंढर']
पंत,[]
पंतच,[]
पंतप्रधान,[]
पंतप्रधानदेखील,[]
पंतप्रधानपद,[]
पंतप्रधानपदही,[]
पंतप्रधानपदांचे,['पंतप्रधानपद']
पंतप्रधानपदाचा,"['पंतप्रधानपदा', 'पंतप्रधानपद']"
पंतप्रधानपदाची,"['पंतप्रधानपदा', 'पंतप्रधानपद']"
पंतप्रधानपदाचे,"['पंतप्रधानपदा', 'पंतप्रधानपद']"
पंतप्रधानपदाच्या,"['पंतप्रधानपदाच्', 'पंतप्रधानपद', 'पंतप्रधानपदाच']"
पंतप्रधानपदापर्यंत,[]
पंतप्रधानपदापासून,"['पंतप्रधानपदापास', 'पंतप्रधानपद']"
पंतप्रधानपदाला,['पंतप्रधानपद']
पंतप्रधानपदावर,['पंतप्रधानपद']
पंतप्रधानपदावरून,"['पंतप्रधानपद', 'पंतप्रधानपदावर', 'पंतप्रधानपदाव']"
पंतप्रधानपदाशी,['पंतप्रधानपद']
पंतप्रधानपदासाठी,['पंतप्रधानपद']
पंतप्रधानपदासाठीच्या,"['पंतप्रधानपदासाठीच', 'पंतप्रधानपदासाठ', 'पंतप्रधानपदासाठ']"
पंतप्रधानपदी,[]
पंतप्रधानही,[]
पंतप्रधानांकडे,[]
पंतप्रधानांचा,['पंतप्रधान']
पंतप्रधानांची,['पंतप्रधान']
पंतप्रधानांचे,['पंतप्रधान']
पंतप्रधानांच्या,"['पंतप्रधानांच', 'पंतप्रधान']"
पंतप्रधानांना,[]
पंतप्रधानांनी,['पंतप्रधान']
पंतप्रधानांनीही,"['पंतप्रधानांन', 'पंतप्रधानां']"
पंतप्रधानांपासून,"['पंतप्रधानांपास', 'पंतप्रधान']"
पंतप्रधानांबरोबर,[]
पंतप्रधानांवर,['पंतप्रधान']
पंतप्रधानांवरील,['पंतप्रधानां']
पंतप्रधानांशी,[]
पंतप्रधानांसह,[]
पंतप्रधानाचाच,"['पंतप्रधानाच', 'पंतप्रधाना']"
पंतप्रधानाच्या,"['पंतप्रधानाच्', 'पंतप्रधान', 'पंतप्रधानाच']"
पंतप्रधानाने,[]
पंतप्रधानापेक्षा,['पंतप्रधान']
पंतप्रधानाला,['पंतप्रधान']
पंतप्रधानालाच,"['पंतप्रधानाल', 'पंतप्रधाना']"
पंतवंड,[]
पंतवाङ्मयाचा,"['पंतवाङ्मया', 'पंतवाङ्मय']"
पंतवैद्य,[]
पंतांकडे,[]
पंतांकडेच,[]
पंतांचं,[]
पंतांचा,['पंत']
पंतांचाही,['पंतां']
पंतांची,['पंत']
पंतांचे,['पंत']
पंतांच्या,"['पंतांच', 'पंत']"
पंतांना,[]
पंतांनादेखील,[]
पंतांनी,['पंत']
पंतांपर्यंत,[]
पंतांपुढचे,[]
पंतांमुळे,[]
पंतांवर,['पंत']
पंतांशेजारी,[]
पंतांसमोर,[]
पंतांसारखाच,['पंतांसारख']
पंतांसोबत,[]
पंतोजी,[]
पंथ,[]
पंथच,[]
पंथभेदामुळे,['पंथभेद']
पंथवाद,[]
पंथांची,['पंथ']
पंथांच्या,"['पंथांच', 'पंथ']"
पंथांमध्ये,['पंथ']
पंथाचा,"['पंथा', 'पंथ']"
पंथाचाच,"['पंथाच', 'पंथा']"
पंथाची,"['पंथा', 'पंथ']"
पंथाचे,"['पंथा', 'पंथ']"
पंथाच्या,"['पंथाच्', 'पंथ', 'पंथाच']"
पंथात,[]
पंथातला,['पंथ']
पंथातली,['पंथ']
पंथातले,[]
पंथातील,"['पंथा', 'पंथ']"
पंथाला,['पंथ']
पंधरवडा,[]
पंधरवडे,[]
पंधरवड्यात,['पंधरवड्']
पंधरवड्यानंतर,"['पंधरवड्यान', 'पंधरवड्य']"
पंधरवड्याने,"['पंधरवड्य', 'पंधरवड']"
पंधरा,[]
पंधराएक,[]
पंधराच,['पंधर']
पंधराच्या,"['पंधराच्', 'पंधर', 'पंधराच']"
पंधराजणांना,[]
पंधरापंधरा,[]
पंधरापैकी,[]
पंधरावं,[]
पंधरावर्षीय,['पंधरावर्']
पंधरावा,[]
पंधरावी,[]
पंधरावीस,[]
पंधराव्या,['पंधराव']
पंधराशे,[]
पंधराशेच्या,['पंधराशेच']
पंधराशेवर,[]
पंधराशेवरून,['पंधराशेवर']
पंप,[]
पंपही,[]
पंपांची,['पंप']
पंपाऐवजी,[]
पंपाची,"['पंपा', 'पंप']"
पंपाच्या,"['पंपाच्', 'पंप', 'पंपाच']"
पंपातच,['पंप']
पंपाने,[]
पंपामुळे,['पंप']
पंपावर,['पंप']
पंपावरच्या,"['पंपावरच', 'पंपावरच']"
पंपासाठी,['पंप']
पंपींग,[]
पंप्सचा,[]
पकड,[]
पकडणं,[]
पकडणार,[]
पकडणारच,[]
पकडणारा,[]
पकडणारी,[]
पकडणारे,['पकड']
पकडणाऱ्या,"['पकड', 'पकडणाऱ']"
पकडणाऱ्यांची,"['पकडणाऱ', 'पकडणाऱ्य', 'पकडणाऱ्या']"
पकडणाऱ्यांच्याही,"['पकडणाऱ्यां', 'पकडणाऱ्यांच्य', 'पकडणाऱ्यां']"
पकडणे,[]
पकडण्याआधी,['पकडण्या']
पकडण्याकडे,"['पकडण्य', 'पकडण्या']"
पकडण्याचा,"['पकडण्या', 'पकडण्य', 'पकडण्य']"
पकडण्याची,"['पकडण्या', 'पकडण्य', 'पकडण्य', 'पकडण']"
पकडण्याचे,"['पकडण्या', 'पकडण', 'पकडण्य', 'पकडण्य']"
पकडण्याचेही,"['पकडण्याचे', 'पकडण्य', 'पकडण्याच', 'पकडण्याच']"
पकडण्याच्या,"['पकडण्याच्', 'पकडण्य', 'पकडण्याच']"
पकडण्यात,['पकडण्']
पकडण्यातच,"['पकडण्य', 'पकडण्य']"
पकडण्यातही,"['पकडण्या', 'पकडण्य']"
पकडण्याशिवाय,"['पकडण्याशिव', 'पकडण्याशि', 'पकडण्य']"
पकडण्यासाठी,"['पकडण्यास', 'पकडण्य']"
पकडण्यासाठीच,"['पकडण्यासा', 'पकडण्या']"
पकडत,[]
पकडतंय,[]
पकडता,[]
पकडतांना,[]
पकडताच,['पकडत']
पकडतात,['पकड']
पकडताना,[]
पकडतील,['पकड']
पकडते,[]
पकडतो,[]
पकडतोय,['पकड']
पकडलं,[]
पकडलंय,['पकड']
पकडला,[]
पकडलात,['पकड']
पकडलाय,['पकडल']
पकडली,[]
पकडलीच,[]
पकडलीय,[]
पकडले,[]
पकडलेय,[]
पकडलेलं,['पकडल']
पकडलेला,"['पकड', 'पकडल']"
पकडलेली,"['पकडल', 'पकड']"
पकडलेले,"['पकड', 'पकडल']"
पकडलेल्या,"['पकडल', 'पकडलेल', 'पकड']"
पकडलेही,[]
पकडलो,[]
पकडल्या,['पकडल']
पकडल्याची,"['पकडल्या', 'पकडल्य', 'पकडल्य', 'पकडल']"
पकडल्याचे,"['पकडल्या', 'पकडल', 'पकडल्य', 'पकडल्य']"
पकडल्यानंतर,"['पकडल्यान', 'पकडल्य']"
पकडल्याबद्दल,['पकडल्याबद']
पकडल्यामुळे,"['पकडल्याम', 'पकडल्य', 'पकडल']"
पकडल्यावर,"['पकडल्य', 'पकडल', 'पकडल्य']"
पकडल्यास,['पकडल्']
पकडल्यासारखं,"['पकडल्यासा', 'पकडल']"
पकडल्यासारखे,"['पकडल', 'पकडल्यासा']"
पकडही,[]
पकडा,[]
पकडापकडी,[]
पकडापकडीच्या,"['पकडापकडीच', 'पकडापकड']"
पकडायचं,['पकडाय']
पकडायचंय,['पकडायच']
पकडायचा,['पकडाय']
पकडायची,['पकडाय']
पकडायचे,['पकडाय']
पकडायचो,['पकडाय']
पकडायला,['पकडाय']
पकडावं,[]
पकडावा,[]
पकडावी,[]
पकडावे,[]
पकडावेत,['पकडाव']
पकडी,[]
पकडीचा,['पकड']
पकडीचे,['पकड']
पकडीत,['पकड']
पकडीतून,"['पकडीत', 'पकडीत', 'पकड']"
पकडीमध्ये,[]
पकडीसाठी,['पकड']
पकडू,[]
पकडून,['पकड']
पकडूनच,['पकडू']
पकडूनही,['पकडून']
पकडेन,[]
पकडेपर्यंत,[]
पकडेल,[]
पकपक,[]
पकपकीमुळे,['पकपक']
पकला,[]
पकले,[]
पकलो,[]
पकवणार,[]
पकवलं,[]
पकाऊगिरीचा,['पकाऊगिर']
पकोडे,[]
पक्क,[]
पक्कं,[]
पक्कया,[]
पक्का,[]
पक्कान्न,[]
पक्की,[]
पक्कीच,[]
पक्के,[]
पक्केपणाने,[]
पक्क्या,['पक्क']
पक्क्वान्नाचे,"['पक्क्वान्ना', 'पक्क्वान्न']"
पक्या,['पक']
पक्व,[]
पक्वता,[]
पक्वतेचा,[]
पक्वतेच्या,['पक्वतेच']
पक्वतेस,[]
पक्वानांनी,['पक्वान']
पक्वान्न,[]
पक्वान्नही,[]
पक्वान्नांबाबत,[]
पक्वान्नाला,['पक्वान्न']
पक्वान्नासाठी,['पक्वान्न']
पक्वान्नासारखी,['पक्वान्न']
पक्वान्ने,[]
पक्ष,[]
पक्षकार,[]
पक्षकारांची,['पक्षकार']
पक्षकारांतही,[]
पक्षकार्यकर्त्यांस,['पक्षकार्यकर्त्य']
पक्षकार्याऐवजी,['पक्षकार्याऐ']
पक्षकार्यालये,['पक्षकार्या']
पक्षच,[]
पक्षत्याग,['पक्षत्']
पक्षत्यागाचा,"['पक्षत्यागा', 'पक्षत्याग', 'पक्षत्याग']"
पक्षदेखील,[]
पक्षद्रोह,[]
पक्षधोरणांपेक्षा,['पक्षधोरण']
पक्षनिधीतून,"['पक्षनिधीत', 'पक्षनिधीत', 'पक्षनिध']"
पक्षनिरपेक्ष,[]
पक्षनिष्ठा,[]
पक्षनिष्ठेला,['पक्षनिष्ठ']
पक्षनिष्ठेवरही,[]
पक्षनिहाय,['पक्षनिह']
पक्षनेता,['पक्षने']
पक्षनेतृत्वाची,"['पक्षनेतृत्वा', 'पक्षनेतृत्व', 'पक्षनेतृत्वा']"
पक्षनेतृत्वाच्या,"['पक्षनेतृत्वाच्', 'पक्षनेतृत्व', 'पक्षनेतृत्वाच', 'पक्षनेतृत्वाच्']"
पक्षनेतृत्वात,['पक्षनेतृत्व']
पक्षनेतृत्वाने,['पक्षनेतृत्वा']
पक्षनेतृत्वाला,"['पक्षनेतृत्व', 'पक्षनेतृत्वा']"
पक्षनेते,['पक्षने']
पक्षनेतेपद,['पक्षनेते']
पक्षनेतेपदाचा,"['पक्षनेतेपदा', 'पक्षनेतेपद', 'पक्षनेतेपदा']"
पक्षनेतेपदाचे,"['पक्षनेतेपदा', 'पक्षनेतेपद', 'पक्षनेतेपदा']"
पक्षनेतेपदामुळे,"['पक्षनेतेपदामु', 'पक्षनेतेपद']"
पक्षनेतेपदाला,"['पक्षनेतेपद', 'पक्षनेतेपदा']"
पक्षनेतेपदावर,"['पक्षनेतेपदा', 'पक्षनेतेपद']"
पक्षनेतेपदी,['पक्षनेतेप']
पक्षनेत्या,"['पक्षनेत', 'पक्षनेत्']"
पक्षनेत्यांकडून,"['पक्षनेत्यांकड', 'पक्षनेत्यांक', 'पक्षनेत्यांकड']"
पक्षनेत्यांच्या,"['पक्षनेत्यांच', 'पक्षनेत्य', 'पक्षनेत्यांच्']"
पक्षनेत्यांना,"['पक्षनेत्या', 'पक्षनेत्यां']"
पक्षनेत्यांनाही,"['पक्षनेत्यांन', 'पक्षनेत्यांना']"
पक्षनेत्यांनी,"['पक्षनेत्या', 'पक्षनेत्यां', 'पक्षनेत्य']"
पक्षनेत्याचे,"['पक्षनेत्या', 'पक्षनेत', 'पक्षनेत्य', 'पक्षनेत्य', 'पक्षनेत्या']"
पक्षनेत्याच्या,"['पक्षनेत्याच्', 'पक्षनेत्य', 'पक्षनेत्याच', 'पक्षनेत्याच्']"
पक्षपात,[]
पक्षपातळीवर,['पक्षपातळ']
पक्षपाताचे,"['पक्षपाता', 'पक्षपात']"
पक्षपाती,[]
पक्षपातीपणा,[]
पक्षपातीपणाचा,"['पक्षपातीपणा', 'पक्षपातीपण']"
पक्षपातीपणे,[]
पक्षप्रतोद,[]
पक्षप्रतोदांनी,['पक्षप्रतोद']
पक्षप्रवेशाचं,"['पक्षप्रवेशा', 'पक्षप्रवेश']"
पक्षबदल,[]
पक्षबांधणीकडे,[]
पक्षबांधणीचे,['पक्षबांधण']
पक्षबांधणीसाठी,['पक्षबांधण']
पक्षभेद,[]
पक्षयंत्रणा,[]
पक्षविरोधात,[]
पक्षविरोधी,[]
पक्षविस्तार,[]
पक्षशिस्त,[]
पक्षशिस्तीचा,['पक्षशिस्त']
पक्षशिस्तीसाठी,['पक्षशिस्त']
पक्षश्रेष्ठी,[]
पक्षश्रेष्ठींकडूनच,['पक्षश्रेष्ठींकडू']
पक्षश्रेष्ठींचा,['पक्षश्रेष्ठ']
पक्षश्रेष्ठींची,['पक्षश्रेष्ठ']
पक्षश्रेष्ठींच्या,"['पक्षश्रेष्ठींच', 'पक्षश्रेष्ठ']"
पक्षश्रेष्ठींना,['पक्षश्रेष्ठ']
पक्षश्रेष्ठींनी,['पक्षश्रेष्ठ']
पक्षश्रेष्ठींपर्यंत,[]
पक्षश्रेष्ठींशी,[]
पक्षसंघटना,[]
पक्षसंघटनांच्या,"['पक्षसंघटनांच', 'पक्षसंघटन']"
पक्षसंघटनेची,[]
पक्षसदस्यांना,['पक्षसदस्या']
पक्षसुद्धा,[]
पक्षस्थापनेचा,[]
पक्षस्थापनेच्या,['पक्षस्थापनेच']
पक्षस्थापनेनंतरची,[]
पक्षस्थापनेपूर्वी,[]
पक्षहित,[]
पक्षही,[]
पक्षांकडून,['पक्षांकड']
पक्षांकडे,[]
पक्षांचा,['पक्ष']
पक्षांची,['पक्ष']
पक्षांचे,['पक्ष']
पक्षांच्या,"['पक्षांच', 'पक्ष']"
पक्षांच्याच,"['पक्षांच्य', 'पक्षांच्', 'पक्षा']"
पक्षांत,[]
पक्षांतर,[]
पक्षांतरानंतर,['पक्षांतर']
पक्षांतर्गत,['पक्ष']
पक्षांतल्या,['पक्षांतल']
पक्षांतील,['पक्षां']
पक्षांतूनही,['पक्षांतून']
पक्षांना,[]
पक्षांनाच,['पक्षांन']
पक्षांनासुद्धा,[]
पक्षांनाही,[]
पक्षांनी,['पक्ष']
पक्षांनीच,['पक्षा']
