word,stemed
एकजुटीलाच,"['एकजुटील', 'एकजुटी']"
एकजुटीसाठी,['एकजुट']
एकजूट,[]
एकटं,[]
एकटंच,[]
एकटंही,[]
एकटक,[]
एकटच,[]
एकटयानेच,[]
एकटवलेला,"['एकटव', 'एकटवल']"
एकटा,[]
एकटाएकटाच,['एकटाएकट']
एकटाकी,[]
एकटाच,['एकट']
एकटादुकटाच,['एकटादुकट']
एकटी,[]
एकटीच,[]
एकटीचं,['एकट']
एकटीचंच,['एकटी']
एकटीचच,[]
एकटीचा,['एकट']
एकटीचाच,"['एकटीच', 'एकटी']"
एकटीची,['एकट']
एकटीचे,['एकट']
एकटीच्या,"['एकटीच', 'एकट']"
एकटीदेखील,['एकट']
एकटीनं,[]
एकटीनंच,[]
एकटीनच,[]
एकटीने,[]
एकटीनेच,[]
एकटीमुळे,['एकट']
एकटीला,['एकट']
एकटीलाच,"['एकटील', 'एकटी']"
एकटे,[]
एकटेच,[]
एकटेपण,[]
एकटेपणा,[]
एकटेपणाकडे,['एकटेपण']
एकटेपणाच,['एकटेपण']
एकटेपणाचा,"['एकटेपणा', 'एकटेपण']"
एकटेपणाची,"['एकटेपणा', 'एकटेपण']"
एकटेपणाचे,"['एकटेपणा', 'एकटेपण']"
एकटेपणाच्या,"['एकटेपणाच्', 'एकटेपण', 'एकटेपणाच']"
एकटेपणाच्याच,"['एकटेपणाच्य', 'एकटेपणा', 'एकटेपणाच्']"
एकटेपणात,[]
एकटेपणानं,[]
एकटेपणाने,[]
एकटेपणाबद्दल,[]
एकटेपणामुळे,['एकटेपण']
एकटेपणाला,['एकटेपण']
एकटेपणावर,['एकटेपण']
एकटेपणाशी,['एकटेपण']
एकटेपणाही,[]
एकटेही,[]
एकट्या,['एकट']
एकट्याच,"['एकट्य', 'एकट्']"
एकट्याचं,"['एकट्या', 'एकट्य', 'एकट्य']"
एकट्याचंच,"['एकट्याच', 'एकट्या', 'एकट्या']"
एकट्याचा,"['एकट्या', 'एकट्य', 'एकट्य']"
एकट्याचाच,"['एकट्याच', 'एकट्या', 'एकट्या']"
एकट्याची,"['एकट्या', 'एकट्य', 'एकट्य', 'एकट']"
एकट्याचे,"['एकट्या', 'एकट', 'एकट्य', 'एकट्य']"
एकट्याच्या,"['एकट्याच्', 'एकट्य', 'एकट्याच']"
एकट्याच्याच,"['एकट्याच्य', 'एकट्या', 'एकट्याच्']"
एकट्यातलं,['एकट्या']
एकट्यादुकट्या,['एकट्यादुकट']
एकट्यादुकट्याचं,"['एकट्यादुकट्या', 'एकट्यादुकट्य', 'एकट्यादुकट्य']"
एकट्यादुकट्याचे,"['एकट्यादुकट्या', 'एकट्यादुकट', 'एकट्यादुकट्य', 'एकट्यादुकट्य']"
एकट्यादुकट्याला,"['एकट्यादुकट्य', 'एकट्यादुकट्य']"
एकट्यानं,['एकट्य']
एकट्यानंच,['एकट्या']
एकट्यानीच,['एकट्या']
एकट्याने,"['एकट्य', 'एकट']"
एकट्यानेच,"['एकट्या', 'एकट्']"
एकट्याला,"['एकट्य', 'एकट्य']"
एकट्यालाच,"['एकट्याल', 'एकट्या', 'एकट्या']"
एकट्यावर,"['एकट्य', 'एकट', 'एकट्य']"
एकट्यावरच,"['एकट्या', 'एकट्', 'एकट्या']"
एकतंत्री,[]
एकतर,[]
एकतरी,[]
एकतर्फा,[]
एकतर्फी,[]
एकतर्फीच,[]
एकता,[]
एकतानता,[]
एकतानतेतही,['एकतानतेत']
एकतानतेने,[]
एकतानतेवरून,['एकतानतेवर']
एकतारा,[]
एकतारी,[]
एकताल,[]
एकतीस,[]
एकतीसच्या,['एकतीसच']
एकतीसावे,[]
एकतृतीयांश,[]
एकतृतीयांशपेक्षा,[]
एकतेची,[]
एकतेचे,[]
एकतेच्या,['एकतेच']
एकत्र,[]
एकत्रच,[]
एकत्रपणे,[]
एकत्रही,[]
एकत्रित,[]
एकत्रितच,[]
एकत्रितपणे,[]
एकत्रितपणेच,[]
एकत्रितपणेसुद्धा,[]
एकत्रितरीत्या,"['एकत्रितरीत्', 'एकत्रितरीत']"
एकत्रीकरण,[]
एकत्रीकरणातून,"['एकत्रीकरण', 'एकत्रीकरणात']"
एकत्रीकरणातूनच,"['एकत्रीकरणा', 'एकत्रीकरणातू']"
एकत्व,[]
एकत्वाचा,"['एकत्वा', 'एकत्व']"
एकत्वाचाही,"['एकत्वाचा', 'एकत्वाच']"
एकत्वातून,"['एकत्व', 'एकत्वात']"
एकदंत,[]
एकदंरीत,['एकदंर']
एकदम,[]
एकदमच,[]
एकदशस्थानात,[]
एकदशांश,[]
एकदा,[]
एकदाका,[]
एकदाच,['एकद']
एकदाचं,"['एकदा', 'एकद']"
एकदाचा,"['एकदा', 'एकद']"
एकदाची,"['एकदा', 'एकद']"
एकदाचे,"['एकदा', 'एकद']"
एकदाच्या,"['एकदाच्', 'एकद', 'एकदाच']"
एकदाणी,[]
एकदातरी,[]
एकदापण,[]
एकदाही,[]
एकदिलाने,[]
एकदिवस,[]
एकदिवसाचे,"['एकदिवसा', 'एकदिवस']"
एकदिवसीय,[]
एकदिशा,[]
एकदिशी,[]
एकदुसरीचं,['एकदुसर']
एकदुसऱ्याचे,"['एकदुसऱ्या', 'एकदुसऱ', 'एकदुसऱ्य', 'एकदुसऱ्य']"
एकदेवेश्वरवादी,[]
एकदेशी,[]
एकदेशीय,[]
एकदोघांचा,['एकदोघ']
एकदोघांचे,['एकदोघ']
एकदोघांच्या,"['एकदोघांच', 'एकदोघ']"
एकदोघांना,[]
एकदोघांनी,['एकदोघ']
एकदोघांशी,[]
एकदोघी,[]
एकदोघे,[]
एकदोन,[]
एकदोनदा,[]
एकदोनदाच,['एकदोनद']
एकनाड,[]
एकनाथ,[]
एकनाथांची,['एकनाथ']
एकनाथांच्या,"['एकनाथांच', 'एकनाथ']"
एकनाथाच्या,"['एकनाथाच्', 'एकनाथ', 'एकनाथाच']"
एकनाथी,[]
एकनिष्ठ,[]
एकनिष्ठता,[]
एकनिष्ठतेचे,[]
एकनिष्ठतेच्या,['एकनिष्ठतेच']
एकनिष्ठा,[]
एकपंथी,[]
एकपत्नीकत्व,[]
एकपत्नीव्रत,[]
एकपर्यंत,[]
एकपाठी,[]
एकपात्री,[]
एकपासून,['एकपास']
एकपेशीय,[]
एकप्रकारचं,[]
एकप्रकारचा,[]
एकप्रकारची,[]
एकप्रकारचे,[]
एकप्रकारे,[]
एकप्रवाही,[]
एकबाणी,[]
एकभुक्त,[]
एकमजली,[]
एकमत,[]
एकमताचा,"['एकमता', 'एकमत']"
एकमतानं,[]
एकमताने,[]
एकमध्ये,[]
एकमात्र,[]
एकमापी,[]
एकमार्गी,[]
एकमुखानं,[]
एकमुखाने,[]
एकमुखी,[]
एकमुखीपणाला,['एकमुखीपण']
एकमेकांइतकीच,[]
एकमेकांकडील,[]
एकमेकांकडे,[]
एकमेकांकरता,[]
एकमेकांखाली,['एकमेक']
एकमेकांचं,[]
एकमेकांचा,['एकमेक']
एकमेकांची,['एकमेक']
एकमेकांचीच,"['एकमेका', 'एकमेक']"
एकमेकांचे,['एकमेक']
एकमेकांचेच,['एकमेका']
एकमेकांच्या,"['एकमेकांच', 'एकमेक']"
एकमेकांच्यात,"['एकमेकांच्', 'एकमेका']"
एकमेकांजवळ,[]
एकमेकांत,[]
एकमेकांना,[]
एकमेकांनाच,['एकमेकांन']
एकमेकांनी,['एकमेक']
एकमेकांपासून,"['एकमेकांपास', 'एकमेक']"
एकमेकांपेक्षा,['एकमेक']
एकमेकांबद्दल,['एकमेक']
एकमेकांबरोबर,[]
एकमेकांबरोबरच,['एकमेक']
एकमेकांमधल्या,['एकमेकांमधल']
एकमेकांमधील,[]
एकमेकांमधून,['एकमेकांमध']
एकमेकांमधे,[]
एकमेकांमध्ये,['एकमेक']
एकमेकांवर,['एकमेक']
एकमेकांवरच,['एकमेका']
एकमेकांवरचं,['एकमेकां']
एकमेकांवरचा,['एकमेकां']
एकमेकांवरच्या,"['एकमेकांवरच', 'एकमेकांवर']"
एकमेकांवरील,['एकमेकां']
एकमेकांविना,[]
एकमेकांविरुद्ध,[]
एकमेकांविषयी,[]
एकमेकांविषयीची,['एकमेकांविषय']
एकमेकांशिवाय,['एकमेकांशिव']
एकमेकांशी,[]
एकमेकांशीच,[]
एकमेकांशेजारी,[]
एकमेकांस,[]
एकमेकांसमोर,[]
एकमेकांसमोरचा,[]
एकमेकांसाठी,['एकमेक']
एकमेकांसाठीच,['एकमेका']
एकमेकांसारख्या,['एकमेकांसारख']
एकमेकांसोबत,[]
एकमेकांसोबतच,[]
एकमेकांसोबतचं,[]
एकमेकाकडे,['एकमेक']
एकमेकाचं,"['एकमेका', 'एकमेक']"
एकमेकाची,"['एकमेका', 'एकमेक']"
एकमेकाच्या,"['एकमेकाच्', 'एकमेक', 'एकमेकाच']"
एकमेकाजवळ,[]
एकमेकात,[]
एकमेकातील,"['एकमेका', 'एकमेक']"
एकमेकाना,[]
एकमेकाभोवती,[]
एकमेकाला,['एकमेक']
एकमेकावर,['एकमेक']
एकमेकाशी,['एकमेक']
एकमेकास,[]
एकमेकासमोर,[]
एकमेकासाठी,['एकमेक']
एकमेकाहून,['एकमेकाह']
एकमेकींकडे,['एकमेक']
एकमेकींचं,[]
एकमेकींचा,['एकमेक']
एकमेकींची,['एकमेक']
एकमेकींचे,['एकमेक']
एकमेकींच्या,"['एकमेकींच', 'एकमेक']"
एकमेकींना,['एकमेक']
एकमेकींमधे,[]
एकमेकींमध्येच,[]
एकमेकींवर,['एकमेक']
एकमेकींशी,[]
एकमेकीकडे,[]
एकमेकीचे,['एकमेक']
एकमेकीच्या,"['एकमेकीच', 'एकमेक']"
एकमेकीवर,['एकमेक']
एकमेकीविषयी,[]
एकमेव,[]
एकमेवही,[]
एकमेवाद्वितीय,[]
एकर,[]
एकरकमी,[]
एकरच,[]
एकरची,[]
एकरचे,[]
एकरपेक्षा,[]
एकरप्रमाणे,[]
एकरवर,[]
एकरस,[]
एकरहून,['एकरह']
एकरांची,['एकर']
एकरांच्या,"['एकरांच', 'एकर']"
एकरांत,[]
एकरांती,[]
एकरांमध्ये,['एकर']
एकरांवर,['एकर']
एकराखाली,['एकर']
एकराचा,"['एकरा', 'एकर']"
एकराची,"['एकरा', 'एकर']"
एकराच्या,"['एकराच्', 'एकर', 'एकराच']"
एकरात,[]
एकरातून,"['एकर', 'एकरात']"
एकरापेक्षा,['एकर']
एकराला,['एकर']
एकरावर,['एकर']
एकराष्ट्रीयत्व,[]
एकराष्ट्रीयत्वाचा,"['एकराष्ट्रीयत्वा', 'एकराष्ट्रीयत्व']"
एकरास,[]
एकरी,[]
एकरूप,[]
एकरूपच,[]
एकरूपता,[]
एकरूपतेची,[]
एकरूपतेच्या,['एकरूपतेच']
एकरूपतेला,['एकरूपत']
एकरूपत्व,[]
एकल,[]
एकलकोंडा,[]
एकलकोंडी,[]
एकलकोंडे,[]
एकलकोंडेपणा,[]
एकलकोंड्या,['एकलकोंड']
एकलव्य,[]
एकलव्याच्या,"['एकलव्याच्', 'एकलव्य', 'एकलव्याच']"
एकलव्याप्रमाणे,['एकलव्याप्रम']
एकलव्यासारखी,"['एकलव्य', 'एकलव', 'एकलव्यासा']"
एकला,[]
एकवचन,[]
एकवचनात,[]
एकवचनी,[]
एकवटण्याचा,"['एकवटण्या', 'एकवटण्य', 'एकवटण्य']"
एकवटण्याची,"['एकवटण्या', 'एकवटण्य', 'एकवटण्य', 'एकवटण']"
एकवटण्याचे,"['एकवटण्या', 'एकवटण', 'एकवटण्य', 'एकवटण्य']"
एकवटण्याच्या,"['एकवटण्याच्', 'एकवटण्य', 'एकवटण्याच']"
एकवटण्याबरोबरच,"['एकवटण्याबरो', 'एकवटण्या']"
एकवटत,[]
एकवटतात,['एकवट']
एकवटते,[]
एकवटला,[]
एकवटली,[]
एकवटले,[]
एकवटलेलं,['एकवटल']
एकवटलेला,"['एकवट', 'एकवटल']"
एकवटलेली,"['एकवटल', 'एकवट']"
एकवटलेले,"['एकवट', 'एकवटल']"
एकवटलेल्या,"['एकवटल', 'एकवटलेल', 'एकवट']"
एकवटल्याचे,"['एकवटल्या', 'एकवटल', 'एकवटल्य', 'एकवटल्य']"
एकवटू,[]
एकवटून,['एकवट']
एकवस्त्रं,[]
एकवाक्यता,[]
एकवार,[]
एकविचाराने,[]
एकविध,[]
एकविसावी,[]
एकविसावे,[]
एकविसाव्या,['एकविसाव']
एकवीस,[]
एकवीसची,[]
एकवेळ,[]
एकवेळचं,[]
एकवेळचे,[]
एकवेळच्या,['एकवेळच']
एकवेळी,[]
एकशहरी,[]
एकशिक्षकी,[]
एकशे,[]
एकशेएकावा,[]
एकशेचौसष्ट,[]
एकशेचौसष्टवर,[]
एकशेतीन,['एकशेत']
एकशेत्रेसष्टावी,['एकशेत्रेसष्टा']
एकशेवीस,[]
एकशेसत्तर,[]
एकशेसेहेचाळीसावा,[]
एकसंध,[]
एकसंधता,[]
एकसंधतेची,[]
एकसंधतेशी,[]
एकसंधपणा,[]
एकसंधपणाशिवाय,"['एकसंधपणाशिव', 'एकसंधपण']"
एकसंधरीत्या,"['एकसंधरीत्', 'एकसंधरीत']"
एकसदस्यीय,[]
एकसमयावच्छेदेकरून,['एकसमयावच्छेदेकर']
एकसमान,[]
एकसष्ट,[]
एकसष्टी,[]
एकसष्ठीच्या,"['एकसष्ठीच', 'एकसष्ठ']"
एकसाथ,[]
एकसारखं,[]
एकसारखा,[]
एकसारखाच,['एकसारख']
एकसारखी,[]
एकसारखीच,[]
एकसारखे,[]
एकसारखेच,[]
एकसारखेपणा,[]
एकसारख्या,['एकसारख']
एकसारख्याच,"['एकसारख्य', 'एकसारख्']"
एकसुद्धा,[]
एकसुरात,[]
एकसुरी,[]
एकसुरीपणाची,"['एकसुरीपणा', 'एकसुरीपण']"
एकसूत्रता,[]
एकसूत्रीपणा,[]
एकस्तरीय,[]
एकहाती,[]
एकही,[]
एकहीजण,[]
एका,[]
एकांकिका,[]
एकांकिकांचा,['एकांकिक']
एकांकिकांचे,['एकांकिक']
एकांकिकांच्या,"['एकांकिकांच', 'एकांकिक']"
एकांकिकांमधून,['एकांकिकांमध']
एकांकिकांमधे,[]
एकांकिकांमध्ये,['एकांकिक']
एकांकिकेचा,[]
एकांकिकेचे,[]
एकांकिकेत,['एकांकिक']
एकांकिकेने,[]
एकांकिकेस,[]
एकांगी,[]
एकांडं,[]
एकांडा,[]
एकांडे,[]
एकांड्या,['एकांड']
एकांत,[]
एकांतगीत,['एकांतग']
एकांतपणा,[]
एकांतवास,[]
एकांतवासाची,"['एकांतवासा', 'एकांतवास']"
एकांतवासात,[]
एकांताचा,"['एकांता', 'एकांत']"
एकांताची,"['एकांता', 'एकांत']"
एकांताच्या,"['एकांताच्', 'एकांत', 'एकांताच']"
एकांतात,['एकां']
एकांतातले,['एकांता']
एकांतातील,"['एकांता', 'एकांता', 'एकांत']"
एकांतासाठी,['एकांत']
एकांतिक,[]
एकांती,[]
एकाअर्थी,[]
एकाआड,[]
एकाएक,[]
एकाएका,[]
एकाएकी,[]
एकाऐवजी,[]
एकाकडं,[]
एकाकडून,"['एकाकड', 'एक']"
एकाकार,[]
एकाकारही,[]
एकाकी,[]
एकाकीपण,[]
एकाकीपणच,[]
एकाकीपणा,[]
एकाकीपणाचा,"['एकाकीपणा', 'एकाकीपण']"
एकाकीपणाची,"['एकाकीपणा', 'एकाकीपण']"
एकाकीपणाचे,"['एकाकीपणा', 'एकाकीपण']"
एकाकीपणे,[]
एकाक्ष,[]
एकाक्षरी,[]
एकाखाली,['एक']
एकाग्र,[]
एकाग्रचित्त,[]
एकाग्रचित्ताने,[]
एकाग्रता,[]
एकाग्रतेचा,[]
एकाग्रतेच्या,['एकाग्रतेच']
एकाग्रतेने,[]
एकाग्रतेमुळे,[]
एकाग्रपणे,[]
एकाच,['एक']
एकाचं,"['एका', 'एक']"
एकाचप्रकारच्या,"['एकाचप्रकारच्', 'एकाचप्रकारच']"
एकाचवेळी,['एकाचवे']
एकाचवेळेस,['एकाचवेळ']
एकाचा,"['एका', 'एक']"
एकाचाच,"['एकाच', 'एका']"
एकाचाही,"['एकाचा', 'एकाच']"
एकाची,"['एका', 'एक']"
एकाचीच,"['एकाच', 'एका']"
एकाचीही,"['एकाची', 'एकाच', 'एकाच']"
एकाचे,"['एका', 'एक']"
एकाचेच,"['एकाच', 'एक', 'एका']"
एकाच्या,"['एकाच्', 'एक', 'एकाच']"
एकाच्याच,"['एकाच्य', 'एका', 'एकाच्']"
एकाच्याही,"['एकाच्या', 'एकाच', 'एकाच्य']"
एकाजागी,[]
एकात,[]
एकातच,['एक']
एकातरी,[]
एकातही,['एक']
एकातील,"['एका', 'एक']"
एकातून,"['एक', 'एकात']"
एकात्म,[]
एकात्मता,[]
एकात्मतेचा,[]
एकात्मतेची,[]
एकात्मतेचे,[]
एकात्मतेच्या,['एकात्मतेच']
एकात्मतेने,[]
एकात्मतेला,['एकात्मत']
एकात्मतेवर,[]
एकात्मतेसाठी,[]
एकात्मिक,[]
एकात्मिकता,[]
एकात्मिकपणे,[]
एकात्मीकरण,[]
एकात्मीकृत,[]
एकात्म्याबद्दल,['एकात्म्याबद']
एकादश,[]
एकादशात,[]
एकादशी,[]
एकादशीच्या,"['एकादशीच', 'एकादश']"
एकादशीनिमित्त,[]
एकादशीपूर्वी,[]
एकादशीमुळे,['एकादश']
एकादशीला,['एकादश']
एकादशीसारखा,[]
एकादी,[]
एकादे,[]
एकादोघांची,['एकादोघ']
एकाद्या,['एकाद']
एकाद्याची,"['एकाद्या', 'एकाद्य', 'एकाद्य', 'एकाद']"
एकाद्यापासून,"['एकाद्यापास', 'एकाद्यापा', 'एकाद्य']"
एकाधिकार,[]
एकाधिकारशाही,[]
एकाधिकारशाहीचा,['एकाधिकारशाह']
एकाधिकारशाहीच्या,"['एकाधिकारशाहीच', 'एकाधिकारशाह']"
एकाधिकारशाहीनं,[]
एकानं,[]
एकानंतर,['एक']
एकानी,[]
एकानीही,['एकान']
एकाने,[]
एकानेही,[]
एकापरीने,[]
एकापाठी,[]
एकापाठोपाठ,[]
एकापुढे,[]
एकापेक्षा,['एक']
एकाप्रकारची,[]
एकाबाजूला,[]
एकामधे,['एक']
एकामध्ये,['एक']
एकामागून,['एकामाग']
एकामागे,[]
एकामागोमाग,[]
एकामेकांची,['एकामेक']
एकामेकांमागे,[]
एकामेकाना,[]
एकामेवाद्वितीय,[]
एकार,[]
एकारांत,[]
एकारांतीच,[]
एकाराऐवजी,[]
एकार्थाचे,"['एकार्था', 'एकार्थ']"
एकाला,['एक']
एकालाच,"['एकाल', 'एका']"
एकालाही,['एकाल']
एकावर,['एक']
एकावरही,['एकाव']
एकाविरुद्ध,[]
एकावेळी,[]
एकावेळेस,[]
एकाशी,['एक']
एकाशेजारी,[]
एकास,[]
एकासमोर,[]
एकासाठी,['एक']
एकासारखा,[]
एकासारखी,['एक']
एकाहत्तर,[]
एकाही,[]
एकाहून,['एकाह']
एकी,[]
एकीकडं,[]
एकीकडचा,[]
एकीकडच्या,['एकीकडच']
एकीकडून,['एकीकड']
एकीकडे,[]
एकीकरण,[]
एकीकरणच,[]
एकीकरणाची,"['एकीकरणा', 'एकीकरण']"
एकीकरणाचे,"['एकीकरणा', 'एकीकरण']"
एकीकरणात,[]
एकीकरणासंदर्भात,[]
एकीचं,['एक']
एकीचा,['एक']
एकीचाही,['एकीच']
एकीची,['एक']
एकीचे,['एक']
एकीच्या,"['एकीच', 'एक']"
एकीच्याही,"['एकीच्य', 'एकीच']"
एकीनं,[]
एकीने,[]
एकीपुढे,[]
एकीबरोबर,[]
एकीबेकी,[]
एकीमुळे,['एक']
एकीला,['एक']
एकीलाच,"['एकील', 'एकी']"
एकीवर,['एक']
एकीशीच,[]
एकीसाठी,['एक']
एकुणचाळीसपर्यंतची,[]
एकुणतीस,[]
एकुणवीस,[]
एकुणसाठ,[]
एकुणातच,['एकुण']
एकुलतं,[]
एकुलता,[]
एकुलती,[]
एकुलते,[]
एकुलत्या,['एकुलत']
एकूण,[]
एकूणएक,[]
एकूणएका,[]
एकूणच,[]
एकूणपन्नास,[]
एकूणात,[]
एकूणातच,['एकूण']
एके,[]
एकेक,[]
एकेकजण,[]
एकेकटी,[]
एकेकटे,[]
एकेकटेपण,[]
एकेकट्या,['एकेकट']
एकेकट्याच,"['एकेकट्य', 'एकेकट्']"
एकेकट्याच्या,"['एकेकट्याच्', 'एकेकट्य', 'एकेकट्याच']"
एकेकट्यानं,['एकेकट्य']
एकेकट्याने,"['एकेकट्य', 'एकेकट']"
एकेकदा,[]
एकेकदाच,['एकेकद']
एकेका,[]
एकेकाकडे,['एकेक']
एकेकाच,['एकेक']
एकेकाचा,"['एकेका', 'एकेक']"
एकेकाची,"['एकेका', 'एकेक']"
एकेकाचे,"['एकेका', 'एकेक']"
एकेकाच्या,"['एकेकाच्', 'एकेक', 'एकेकाच']"
एकेकाने,[]
एकेकाला,['एकेक']
एकेकाळचा,[]
एकेकाळची,[]
एकेकाळचे,[]
एकेकाळच्या,['एकेकाळच']
एकेकाळाचे,"['एकेकाळा', 'एकेकाळ']"
एकेकाळी,[]
एकेकाशी,['एकेक']
एकेकीचं,['एकेक']
एकेकीचा,['एकेक']
एकेकीच्या,"['एकेकीच', 'एकेक']"
एकेकीने,[]
एकेकीला,['एकेक']
एकेचाळीसाव्या,['एकेचाळीसाव']
एकेठिकाणी,[]
एकेदिवशी,[]
एकेमेकींना,['एकेमेक']
एकेरी,[]
एकेरीत,['एकेर']
एकेरीतच,"['एकेरी', 'एकेर']"
एकेरीतून,"['एकेरीत', 'एकेरीत', 'एकेर']"
एकेरीमध्ये,[]
एकेरीवर,['एकेर']
एकेरीवरून,"['एकेरीव', 'एकेरीवर']"
एकेश्वरवाद,[]
एकेश्वरवादाचा,"['एकेश्वरवादा', 'एकेश्वरवाद']"
एकेश्वरवादी,[]
एकोणतीस,[]
एकोणनव्वद,[]
एकोणनव्वदाव्या,['एकोणनव्वदाव']
एकोणपन्नास,[]
एकोणपन्नासावा,[]
एकोणपन्नासाव्या,['एकोणपन्नासाव']
एकोणसत्तर,[]
एकोणसाठ,[]
एकोणसाठाव्या,['एकोणसाठाव']
एकोणिसशे,[]
एकोणिसावा,[]
एकोणिसाव्या,['एकोणिसाव']
एकोणीशीतला,['एकोणीशीत']
एकोणीस,[]
एकोपा,[]
एकोप्याचा,"['एकोप्या', 'एकोप्य', 'एकोप्य']"
एकोप्याची,"['एकोप्या', 'एकोप्य', 'एकोप्य', 'एकोप']"
एकोप्याच्या,"['एकोप्याच्', 'एकोप्य', 'एकोप्याच']"
एकोप्याने,"['एकोप्य', 'एकोप']"
एकोप्यानेच,"['एकोप्या', 'एकोप्']"
एकोप्यासाठी,"['एकोप्यास', 'एकोप्य']"
एक्का,[]
एक्काच,['एक्क']
एक्कावन,[]
एक्केचाळीस,[]
एक्क्याला,"['एक्क्य', 'एक्क्य']"
एक्झाम,[]
एक्झामचा,[]
एक्झाममधे,[]
एक्झामला,[]
एक्झाम्पल,[]
एक्झिक्युटिव्ह,[]
एक्झिक्युटिव्हजशी,[]
एक्झिक्युटीव्ह,[]
एक्झिट,[]
एक्झिटमुळे,[]
एक्झिटला,[]
एक्झीबिशन,[]
एक्झॅटली,[]
एक्झेक्युटिव्ह,[]
एक्प्रेशन्स,[]
एक्याऐशी,['एक्या']
एक्स,[]
एक्सक्युज,[]
एक्सचेंज,[]
एक्सचेंजच्या,['एक्सचेंजच']
एक्सचेंजमधून,['एक्सचेंजमध']
एक्सचेंजला,[]
एक्सपरिमेंटिंग,[]
एक्सपर्ट,[]
एक्सपर्ट्स,[]
एक्सपिरीयन्स,[]
एक्सपोजर,[]
एक्सपोर्ट,[]
एक्सप्रेशन,[]
एक्सप्रेशनसाठी,[]
एक्सप्रेस,[]
एक्सप्रेसचे,[]
एक्सप्रेसच्या,['एक्सप्रेसच']
एक्सप्रेसने,[]
एक्सप्रेसनेही,[]
एक्सप्रेसमध्ये,[]
एक्सप्रेसला,[]
एक्सप्रेसवेने,[]
एक्सप्रेसवेला,['एक्सप्रेसव']
एक्सप्रेसिव,[]
एक्सप्लेन,[]
एक्सप्लॉयटेशन,[]
एक्सप्लोरेशन,[]
एक्सरसाइजही,[]
एक्सरसाईज,[]
एक्सरे,[]
एक्सलन्स,[]
एक्सलरेटर,[]
एक्ससाईटींग,[]
एक्साइज,[]
एक्साइटमेंट,[]
एक्साईज,[]
एक्साईट,[]
एक्साईटमेंट,[]
एक्साईटींग,[]
एक्सायटिंग,['एक्सायटि']
एक्सायटेड,['एक्सायट']
एक्सिडेंट,[]
एक्सेप्ट,[]
एक्सेल,[]
एक्स्क्लुजिवली,[]
एक्स्क्लूझिव्ह,[]
एक्स्चेंज,[]
एक्स्चेंजकडून,['एक्स्चेंजकड']
एक्स्चेंजचे,[]
एक्स्चेंजच्या,['एक्स्चेंजच']
एक्स्चेंजने,[]
एक्स्चेंजमधे,[]
एक्स्चेंजेस,[]
एक्स्चेंजेसनी,[]
एक्स्चेन्ज,[]
एक्स्टेंडेड,[]
एक्स्टेंन्शन,[]
एक्स्टेंशन,[]
एक्स्टेंशनचे,[]
