word,stemed
जंतूंमधून,['जंतूंमध']
जंतूंमुळेच,[]
जंतूच्या,['जंतूच']
जंतूनाशक,['जंतूना']
जंतूनाशकही,['जंतूनाशक']
जंतूनाशकांचा,"['जंतूनाशक', 'जंतूनाशकां']"
जंतूमुळे,[]
जंतूसंसर्ग,[]
जंत्री,[]
जंत्रीच,[]
जंप,[]
जंबिया,[]
जंबूक,[]
जंमत,[]
जंयती,[]
जकात,[]
जकातचोरांवर,"['जकातचोरा', 'जकातचोर']"
जकातचोराला,"['जकातचोर', 'जकातचोर']"
जकातदर,[]
जकातमाफी,[]
जकातवसुलीचे,['जकातवसुल']
जकातवाढ,[]
जकातवाढीचा,['जकातवाढ']
जकातवाढीच्या,"['जकातवाढीच', 'जकातवाढ']"
जकातवाढीला,['जकातवाढ']
जकाती,[]
जकातीचा,['जकात']
जकातीची,['जकात']
जकातीचे,['जकात']
जकातीच्या,"['जकातीच', 'जकात']"
जकातीत,['जकात']
जकातीतून,"['जकातीत', 'जकातीत', 'जकात']"
जकातीप्रमाणे,[]
जकातीमधून,['जकातीमध']
जकातीमुळे,['जकात']
जकातीसाठी,['जकात']
जखडलं,[]
जखडलेला,"['जखड', 'जखडल']"
जखडलेले,"['जखड', 'जखडल']"
जखडल्यासारखं,"['जखडल्यासा', 'जखडल']"
जखडू,[]
जखडून,['जखड']
जखम,[]
जखमबिखम,[]
जखमा,[]
जखमांचे,['जखम']
जखमांच्या,"['जखमांच', 'जखम']"
जखमांना,[]
जखमांनी,['जखम']
जखमांमुळेच,[]
जखमांमुळेही,[]
जखमांवर,['जखम']
जखमांवरची,['जखमां']
जखमांसकट,[]
जखमासुद्धा,[]
जखमाही,[]
जखमी,[]
जखमींची,['जखम']
जखमींच्या,"['जखमींच', 'जखम']"
जखमींना,['जखम']
जखमींपैकी,[]
जखमींमध्ये,[]
जखमींवर,['जखम']
जखमीना,[]
जखमीला,['जखम']
जखमीही,['जखम']
जखमेचं,[]
जखमेचा,[]
जखमेची,[]
जखमेच्या,['जखमेच']
जखमेत,['जखम']
जखमेतून,"['जखमेत', 'जखमेत']"
जखमेनं,[]
जखमेप्रमाणे,[]
जखमेमुळे,[]
जखमेला,['जखम']
जखमेवर,[]
जखमेवरचा,[]
जखमेवरची,[]
जखमेवरून,['जखमेवर']
जखमेसारखे,[]
जखीण,[]
जख्ख,[]
जख्खड,[]
जग,[]
जगच,[]
जगजंबाळ,[]
जगजागृती,[]
जगजाहीर,[]
जगजाहीरपणे,[]
जगजीवन,[]
जगजेठी,[]
जगज्जननी,[]
जगज्जीवन,[]
जगज्जेता,['जगज्जे']
जगज्जेते,['जगज्जे']
जगज्जेतेपद,['जगज्जेते']
जगज्जेतेपदाच्या,"['जगज्जेतेपदाच्', 'जगज्जेतेपद', 'जगज्जेतेपदाच', 'जगज्जेतेपदाच्']"
जगड्व्याळ,['जगड्व्']
जगणं,[]
जगणंच,[]
जगणंही,[]
जगणार,[]
जगणारं,[]
जगणारच,[]
जगणारा,[]
जगणाराही,[]
जगणारी,[]
जगणारे,['जग']
जगणार्‍यानं,[]
जगणाऱ्या,"['जग', 'जगणाऱ']"
जगणाऱ्यांची,"['जगणाऱ', 'जगणाऱ्य', 'जगणाऱ्या']"
जगणाऱ्यांसाठी,"['जगणाऱ्य', 'जगणाऱ्य', 'जगणाऱ्यांस']"
जगणाऱ्याचा,"['जगणाऱ्या', 'जगणा', 'जगणाऱ्य', 'जगणाऱ्य']"
जगणे,[]
जगणेच,[]
जगणेही,[]
जगण्याइतका,['जगण्याइ']
जगण्याकडे,"['जगण्य', 'जगण्या']"
जगण्याचं,"['जगण्या', 'जगण्य', 'जगण्य']"
जगण्याचा,"['जगण्या', 'जगण्य', 'जगण्य']"
जगण्याचाही,"['जगण्याचा', 'जगण्याच', 'जगण्याच']"
जगण्याची,"['जगण्या', 'जगण्य', 'जगण्य', 'जगण']"
जगण्याचीच,"['जगण्याच', 'जगण्या', 'जगण्या', 'जगण्']"
जगण्याचीही,"['जगण्याची', 'जगण्याच', 'जगण्याच', 'जगण्याच', 'जगण्य']"
जगण्याचे,"['जगण्या', 'जगण', 'जगण्य', 'जगण्य']"
जगण्याचेही,"['जगण्याचे', 'जगण्य', 'जगण्याच', 'जगण्याच']"
जगण्याच्या,"['जगण्याच्', 'जगण्य', 'जगण्याच']"
जगण्यात,['जगण्']
जगण्यातच,"['जगण्य', 'जगण्य']"
जगण्यातलं,['जगण्या']
जगण्यातला,"['जगण्या', 'जगण्य']"
जगण्यातलाच,"['जगण्यातल', 'जगण्यात', 'जगण्या']"
जगण्यातली,"['जगण्य', 'जगण्या']"
जगण्यातले,['जगण्या']
जगण्यातल्या,"['जगण्यातल', 'जगण्य']"
जगण्यातही,"['जगण्या', 'जगण्य']"
जगण्यातील,"['जगण्या', 'जगण्या', 'जगण्य']"
जगण्यातून,"['जगण्य', 'जगण्यात', 'जगण्या']"
जगण्यातूनच,"['जगण्या', 'जगण्यातू', 'जगण्यात']"
जगण्यानं,['जगण्य']
जगण्याने,"['जगण्य', 'जगण']"
जगण्यापासून,"['जगण्यापास', 'जगण्यापा', 'जगण्य']"
जगण्यापेक्षा,"['जगण्यापेक', 'जगण्य']"
जगण्याप्रमाणेच,['जगण्याप्रमा']
जगण्याबद्दल,['जगण्याबद']
जगण्याबद्दलचे,['जगण्याबद्द']
जगण्याबरोबरच,"['जगण्याबरो', 'जगण्या']"
जगण्यामधल्या,['जगण्यामधल']
जगण्यामागचं,['जगण्यामा']
जगण्यामुळे,"['जगण्याम', 'जगण्य', 'जगण']"
जगण्याला,"['जगण्य', 'जगण्य']"
जगण्यालाच,"['जगण्याल', 'जगण्या', 'जगण्या']"
जगण्यालायक,"['जगण्याला', 'जगण्याल', 'जगण्याल']"
जगण्यावर,"['जगण्य', 'जगण', 'जगण्य']"
जगण्यावरच,"['जगण्या', 'जगण्', 'जगण्या']"
जगण्यावरचा,"['जगण्याव', 'जगण्य', 'जगण्याव']"
जगण्यावरही,"['जगण्याव', 'जगण्य', 'जगण्याव']"
जगण्यावरून,"['जगण्य', 'जगण्यावर', 'जगण्याव', 'जगण्य', 'जगण्याव']"
जगण्याविषयी,"['जगण्य', 'जगण्यावि']"
जगण्याविषयीचा,"['जगण्याव', 'जगण्याविषय', 'जगण्याविषय']"
जगण्याशी,"['जगण्य', 'जगण्य']"
जगण्यास,['जगण्']
जगण्यासकट,['जगण्या']
जगण्यासाठी,"['जगण्यास', 'जगण्य']"
जगण्यासाठीच,"['जगण्यासा', 'जगण्या']"
जगण्यासारखं,"['जगण्यासा', 'जगण']"
जगण्यासारखे,"['जगण', 'जगण्यासा']"
जगण्यासोबत,['जगण्यास']
जगत,[]
जगतंय,[]
जगतच,[]
जगतसुंदरी,[]
जगतही,[]
जगता,[]
जगतांना,[]
जगताच,['जगत']
जगताचा,"['जगता', 'जगत']"
जगताचे,"['जगता', 'जगत']"
जगताच्या,"['जगताच्', 'जगत', 'जगताच']"
जगतात,['जग']
जगतातले,['जगता']
जगतातल्या,"['जगतातल', 'जगतातल', 'जगत']"
जगतातील,"['जगता', 'जगता', 'जगत']"
जगतातून,"['जगत', 'जगतात', 'जगता']"
जगताना,[]
जगतानाही,[]
जगताप,[]
जगतापकडे,[]
जगतापना,[]
जगतापने,[]
जगतापपासून,['जगतापपास']
जगतापसमोर,[]
जगतापांकडे,[]
जगतापांचा,['जगताप']
जगतापासून,"['जगतापास', 'जगत']"
जगतामध्ये,['जगत']
जगताला,['जगत']
जगती,[]
जगतील,['जग']
जगते,[]
जगतेच,[]
जगतेपणी,[]
जगतेय,[]
जगतो,[]
जगतोय,['जग']
जगतोयस,['जगत']
जगदंबा,[]
जगदंबे,[]
जगदंबेचा,[]
जगदंबेचे,[]
जगदंबेच्या,['जगदंबेच']
जगदंबेला,['जगदंब']
जगदगुरू,[]
जगदाकाराने,[]
जगदीश,[]
जगदीशचंद्र,[]
जगदीशाच्या,"['जगदीशाच्', 'जगदीश', 'जगदीशाच']"
जगदीशापासून,"['जगदीशापास', 'जगदीश']"
जगदीशाला,['जगदीश']
जगदीशावर,['जगदीश']
जगदीश्वर,[]
जगदुद्धार,[]
जगद्गुरू,[]
जगद्नियंत्या,['जगद्नियंत']
जगद्विख्यात,['जगद्विख्']
जगन्नाथ,[]
जगन्नाथपुरी,[]
जगन्नाथबुवा,[]
जगन्नाथसभेचे,[]
जगन्नाथाचे,"['जगन्नाथा', 'जगन्नाथ']"
जगन्नाथाच्या,"['जगन्नाथाच्', 'जगन्नाथ', 'जगन्नाथाच']"
जगन्नाथासमोर,[]
जगन्नियंत्याने,"['जगन्नियंत्य', 'जगन्नियंत']"
जगन्निवास,[]
जगन्मान्य,[]
जगप्रवास,[]
जगप्रवासातील,"['जगप्रवासा', 'जगप्रवास']"
जगप्रसिद्ध,[]
जगबुडी,[]
जगबुडीच,[]
जगभर,[]
जगभरच,[]
जगभरचा,[]
जगभरची,[]
जगभरचे,[]
जगभरच्या,['जगभरच']
जगभराचा,"['जगभरा', 'जगभर']"
जगभराचे,"['जगभरा', 'जगभर']"
जगभराच्या,"['जगभराच्', 'जगभर', 'जगभराच']"
जगभरात,[]
जगभरातला,['जगभर']
जगभरातली,['जगभर']
जगभरातले,[]
जगभरातल्या,"['जगभरातल', 'जगभर']"
जगभरातही,['जगभर']
जगभरातील,"['जगभरा', 'जगभर']"
जगभरातून,"['जगभर', 'जगभरात']"
जगभरातूनच,"['जगभरा', 'जगभरातू']"
जगभरासमोर,[]
जगमान्य,[]
जगरहाट,[]
जगरहाटी,[]
जगरहाटीचं,['जगरहाट']
जगरहाटीनुसार,[]
जगलं,[]
जगला,[]
जगलात,['जग']
जगलास,[]
जगली,[]
जगले,[]
जगलेच,[]
जगलेलं,['जगल']
जगलेला,"['जग', 'जगल']"
जगलेली,"['जगल', 'जग']"
जगलेले,"['जग', 'जगल']"
जगलेल्या,"['जगल', 'जगलेल', 'जग']"
जगलो,[]
जगलोच,[]
जगल्यानंतर,"['जगल्यान', 'जगल्य']"
जगल्याशिवाय,"['जगल्याशिव', 'जगल्याशि', 'जगल्य']"
जगवणं,[]
जगवणार,[]
जगवणारा,[]
जगवणारी,[]
जगवणे,[]
जगवण्याकरता,['जगवण्याक']
जगवण्याचा,"['जगवण्या', 'जगवण्य', 'जगवण्य']"
जगवण्याची,"['जगवण्या', 'जगवण्य', 'जगवण्य', 'जगवण']"
जगवण्याचे,"['जगवण्या', 'जगवण', 'जगवण्य', 'जगवण्य']"
जगवण्याच्या,"['जगवण्याच्', 'जगवण्य', 'जगवण्याच']"
जगवण्यावर,"['जगवण्य', 'जगवण', 'जगवण्य']"
जगवत,[]
जगवतात,['जगव']
जगवली,[]
जगवा,[]
जगवायचे,['जगवाय']
जगवायच्या,"['जगवायच्', 'जगवायच']"
जगवायला,['जगवाय']
जगविख्यात,['जगविख्']
जगविघातक,[]
जगविण्यासाठी,"['जगविण्यास', 'जगविण्य']"
जगवीत,['जगव']
जगवून,['जगव']
जगवेल,[]
जगशील,[]
जगही,[]
जगा,[]
जगांकडेच,[]
जगांच्या,"['जगांच', 'जग']"
जगांत,[]
जगांतील,['जगां']
जगांमधल्या,['जगांमधल']
जगाकडं,[]
जगाकडून,"['जगाकड', 'जग']"
जगाकडूनच,"['जगाकडू', 'जगा']"
जगाकडे,['जग']
जगाच,['जग']
जगाचं,"['जगा', 'जग']"
जगाचा,"['जगा', 'जग']"
जगाची,"['जगा', 'जग']"
जगाचीही,"['जगाची', 'जगाच', 'जगाच']"
जगाचे,"['जगा', 'जग']"
जगाचेही,"['जगाचे', 'जगाच']"
जगाचो,['जगा']
जगाच्या,"['जगाच्', 'जग', 'जगाच']"
जगाच्याच,"['जगाच्य', 'जगा', 'जगाच्']"
जगात,[]
जगातच,['जग']
जगातलं,[]
जगातला,['जग']
जगातली,['जग']
जगातले,[]
जगातलेही,[]
जगातल्या,"['जगातल', 'जग']"
जगातही,['जग']
जगातील,"['जगा', 'जग']"
जगातून,"['जग', 'जगात']"
जगातूनच,"['जगा', 'जगातू']"
जगानं,[]
जगाने,[]
जगानेच,[]
जगापर्यंत,[]
जगापलीकडचं,[]
जगापलीकडच्या,['जगापलीकडच']
जगापासून,"['जगापास', 'जग']"
जगापुढील,[]
जगापुढे,[]
जगापेक्षा,['जग']
जगाप्रमाणे,[]
जगाबद्दल,[]
जगाबद्दलचं,[]
जगाबद्दलचा,[]
जगाबद्दलची,[]
जगाबाहेरील,[]
जगामधील,[]
जगामधे,['जग']
जगामध्ये,['जग']
जगायचं,['जगाय']
जगायचंच,['जगायच']
जगायचंय,['जगायच']
जगायचा,['जगाय']
जगायची,['जगाय']
जगायचीच,['जगायच']
जगायचे,['जगाय']
जगायच्या,"['जगायच्', 'जगायच']"
जगायला,['जगाय']
जगायाचे,"['जगाया', 'जगाया', 'जगाय']"
जगाला,['जग']
जगालाच,"['जगाल', 'जगा']"
जगावं,[]
जगावयाचे,"['जगावया', 'जगावय']"
जगावर,['जग']
जगावरच्या,"['जगावरच', 'जगावरच']"
जगावसं,[]
जगावा,[]
जगाविषयीचे,"['जगाव', 'जगाविषय']"
जगावे,[]
जगावेगळं,[]
जगावेगळंच,[]
जगावेगळा,[]
जगावेगळी,[]
जगावेगळीचा,['जगावेगळ']
जगावेगळे,[]
जगावेगळेच,[]
जगावेगळ्या,['जगावेगळ']
जगावेच,[]
जगावेसे,[]
जगाशिवाय,"['जगाशिव', 'जग']"
जगाशी,['जग']
जगास,[]
जगासंबंधी,['जग']
जगासमोर,[]
जगासमोरची,[]
जगासाठी,['जग']
जगासाठीही,"['जगासाठ', 'जगास']"
जगासारखा,[]
जगी,[]
जगू,[]
जगूच,[]
जगून,['जग']
जगेन,[]
जगेल,[]
जजमहाशयांच्या,"['जजमहाशयांच', 'जजमहाशय']"
जजमेंट,[]
जजमेन्ट,[]
जज्ज,[]
जज्जचा,[]
जज्जचे,[]
जज्जसाहेबांना,[]
जज्जसाहेबांपासून,"['जज्जसाहेबांपास', 'जज्जसाहेब']"
जज्जांकडं,[]
जज्जाकडची,[]
जज्जाचं,"['जज्जा', 'जज्ज']"
जज्जाचा,"['जज्जा', 'जज्ज']"
जज्जाची,"['जज्जा', 'जज्ज']"
जज्जाचीच,"['जज्जाच', 'जज्जा']"
जज्जाच्या,"['जज्जाच्', 'जज्ज', 'जज्जाच']"
जज्जाने,[]
जटा,[]
जटांत,[]
जटांमधून,['जटांमध']
जटांमध्ये,['जट']
जटाधारी,[]
जटायू,['जटा']
जटिल,[]
जटिलता,[]
जटेतल्या,"['जटेतल', 'जटेतल्']"
जटेपासून,['जटेपास']
जठर,[]
जठरा,[]
जठराग्नी,[]
जठराच्या,"['जठराच्', 'जठर', 'जठराच']"
जठरातील,"['जठरा', 'जठर']"
जड,[]
जडच,[]
जडचेतन,['जडचे']
जडचेतनयुक्त,['जडचेतनयुक']
जडजंबाळ,[]
जडजवाहीर,[]
जडजोखीम,[]
जडण,[]
जडणघडण,[]
जडणघडणही,[]
जडणघडणीचा,['जडणघडण']
जडणघडणीचे,['जडणघडण']
जडणघडणीच्या,"['जडणघडणीच', 'जडणघडण']"
जडणघडणीत,['जडणघडण']
जडणघडणीतली,['जडणघडणीत']
जडणघडणीतही,['जडणघडणीत']
जडणघडणीपेक्षा,[]
जडणघडणीप्रमाणेच,[]
जडणघडणीमध्ये,[]
जडणघडणीविषयी,[]
जडणारं,[]
जडणीघडणीत,['जडणीघडण']
जडण्याचे,"['जडण्या', 'जडण', 'जडण्य', 'जडण्य']"
जडतं,[]
जडता,[]
जडतात,['जड']
जडते,[]
जडत्व,[]
जडत्वावर,['जडत्व']
जडपणा,[]
जडपणानं,[]
जडपणे,[]
जडभरत,[]
जडमाती,[]
जडलं,[]
जडलंय,['जड']
जडला,[]
जडलाय,['जडल']
जडली,[]
जडले,[]
जडलेला,"['जड', 'जडल']"
जडलेली,"['जडल', 'जड']"
जडलेले,"['जड', 'जडल']"
जडलेल्या,"['जडल', 'जडलेल', 'जड']"
जडलेल्यांनी,"['जडलेल्', 'जडलेल्या', 'जडलेल', 'जडलेल्य']"
जडल्याची,"['जडल्या', 'जडल्य', 'जडल्य', 'जडल']"
जडल्याचे,"['जडल्या', 'जडल', 'जडल्य', 'जडल्य']"
जडल्यामुळे,"['जडल्याम', 'जडल्य', 'जडल']"
जडल्यासारखी,"['जडल्य', 'जडल', 'जडल्यासा']"
जडवलाय,['जडवल']
जडवले,[]
जडवलेलं,['जडवल']
जडवलेला,"['जडव', 'जडवल']"
जडवाद,[]
जडवादाच्या,"['जडवादाच्', 'जडवाद', 'जडवादाच']"
जडवादाविषयीचा,"['जडवादाव', 'जडवादाविषय']"
जडवादी,[]
जडवाहनांचे,['जडवाहन']
जडवून,['जडव']
जडशीळ,[]
जडही,[]
जडांत,[]
जडाचा,"['जडा', 'जड']"
जडाचेच,"['जडाच', 'जड', 'जडा']"
जडातून,"['जड', 'जडात']"
जडाने,[]
जडामध्येही,['जडाम']
जडाला,['जड']
जडावतात,['जडाव']
जडावला,[]
जडावली,[]
जडावलेला,"['जडाव', 'जडावल']"
जडावलेले,"['जडाव', 'जडावल']"
जडावलेल्या,"['जडावल', 'जडावलेल', 'जडाव']"
जडावू,[]
जडित,[]
जडीबुटी,[]
जडीबुट्टी,[]
जडीव,[]
जडू,[]
जडून,['जड']
जडेपर्यंत,[]
जडेल,[]
जण,[]
जणच,[]
जणही,[]
जणांकडून,['जणांकड']
जणांकडे,[]
जणांचं,[]
जणांचा,['जण']
जणांची,['जण']
जणांचे,['जण']
जणांच्या,"['जणांच', 'जण']"
जणांच्यात,"['जणांच्', 'जणा']"
जणांत,[]
जणांनंतर,[]
जणांना,[]
जणांनाच,['जणांन']
जणांनी,['जण']
जणांपर्यंत,[]
जणांपैकी,[]
जणांबरोबर,[]
जणांमध्ये,['जण']
जणांमार्फत,[]
जणांवर,['जण']
जणांवरही,['जणां']
जणांविरुद्ध,[]
जणांविरोधात,[]
जणांशी,[]
जणांसाठी,['जण']
जणातच,['जण']
जणी,[]
जणींकडे,['जण']
जणींचा,['जण']
जणींच्या,"['जणींच', 'जण']"
जणींना,['जण']
जणींनाही,['जणीं']
जणींनी,['जण']
जणींपेक्षा,[]
जणींपैकी,[]
जणींवर,['जण']
जणींसाठी,[]
जणू,[]
जणूकाही,[]
जतन,[]
जतनही,[]
जतनाचा,"['जतना', 'जतन']"
जतनासाठी,['जतन']
जत्था,[]
जत्थ्यातल्या,"['जत्थ्यातल', 'जत्थ्य']"
जत्थ्याने,"['जत्थ्य', 'जत्थ']"
जत्थ्याला,"['जत्थ्य', 'जत्थ्य']"
जत्रा,[]
जत्रांमध्ये,['जत्र']
जत्राच,['जत्र']
जत्रेचं,[]
जत्रेचा,[]
जत्रेची,[]
जत्रेच्या,['जत्रेच']
जत्रेत,['जत्र']
जत्रेतच,['जत्रे']
जत्रेतल्या,"['जत्रेतल', 'जत्रेतल्']"
जत्रेतील,"['जत्रे', 'जत्रेत']"
जत्रेने,[]
जत्रेमध्ये,[]
जत्रेला,['जत्र']
जत्रेसाठी,[]
जथा,[]
जथ्था,[]
जनआंदोलन,[]
जनआंदोलनाचा,"['जनआंदोलना', 'जनआंदोलन']"
जनआंदोलनाची,"['जनआंदोलना', 'जनआंदोलन']"
जनआंदोलनाचे,"['जनआंदोलना', 'जनआंदोलन']"
जनआंदोलनाच्या,"['जनआंदोलनाच्', 'जनआंदोलन', 'जनआंदोलनाच']"
जनआंदोलनात,[]
जनआंदोलनातर्फे,[]
जनक,[]
जनकराजास,[]
जनकल्याण,['जनकल्']
जनकल्याणाचे,"['जनकल्याणा', 'जनकल्याण', 'जनकल्याण']"
जनकही,[]
जनकांनी,['जनक']
जनकृपा,[]
जनकृपेची,[]
जनक्षोभ,[]
जनक्षोभाचा,"['जनक्षोभा', 'जनक्षोभ']"
जनक्षोभाच्या,"['जनक्षोभाच्', 'जनक्षोभ', 'जनक्षोभाच']"
जनक्षोभापुढे,[]
जनक्षोभासमोर,[]
जनक्षोभास्तव,[]
जनगणना,[]
जनगणनेकडे,[]
जनगणनेचा,[]
जनगणनेचे,[]
जनगणनेच्या,['जनगणनेच']
जनगणनेत,['जनगणन']
जनगणनेतील,"['जनगणने', 'जनगणनेत']"
जनगणनेतून,"['जनगणनेत', 'जनगणनेत']"
जनगणनेनुसार,[]
जनगणनेने,[]
जनगणनेपासून,['जनगणनेपास']
जनगणनेमध्ये,[]
जनगणनेमुळे,[]
जनगणनेला,['जनगणन']
जनगणनेसाठी,[]
जनचळवळ,[]
जनचळवळी,[]
जनजागरण,[]
जनजागरणाची,"['जनजागरणा', 'जनजागरण']"
जनजागरणात,[]
जनजागरणाशिवाय,"['जनजागरणाशिव', 'जनजागरण']"
जनजागृती,[]
जनजागृतीचा,['जनजागृत']
जनजागृतीची,['जनजागृत']
जनजागृतीच्या,"['जनजागृतीच', 'जनजागृत']"
जनजागृतीपर,[]
जनजागृतीला,"['जनजागृत', 'जनजागृत']"
जनजागृतीसाठी,['जनजागृत']
जनजाती,[]
जनजीवन,[]
जनजीवनच,[]
जनजीवनाचा,"['जनजीवना', 'जनजीवन']"
जनजीवनात,[]
जनजीवनावर,['जनजीवन']
जनजीवनावरही,['जनजीवनाव']
जनता,[]
जनताच,['जनत']
जनताद्रोही,[]
जनतासुद्धा,[]
जनताही,[]
जनतेकडून,['जनतेकड']
जनतेकडूनच,['जनतेकडू']
जनतेकडे,[]
जनतेचं,[]
जनतेचा,[]
जनतेचाच,['जनतेच']
जनतेचाही,[]
जनतेची,[]
जनतेचीही,['जनतेच']
जनतेचे,[]
जनतेचेही,[]
जनतेच्या,['जनतेच']
जनतेच्याच,"['जनतेच्य', 'जनतेच्']"
जनतेत,['जनत']
जनतेतही,['जनतेत']
जनतेतील,"['जनते', 'जनतेत']"
जनतेतून,"['जनतेत', 'जनतेत']"
जनतेनं,[]
जनतेनंही,[]
जनतेने,[]
जनतेनेच,[]
जनतेनेही,[]
जनतेपर्यंत,[]
जनतेपासून,['जनतेपास']
जनतेपासूनच,['जनतेपासू']
जनतेपुढं,[]
जनतेपुढचे,[]
जनतेपुढील,[]
जनतेपुढे,[]
जनतेपैकी,[]
जनतेबरोबर,[]
जनतेमधील,[]
जनतेमधे,[]
जनतेमध्ये,[]
जनतेमुळे,[]
जनतेला,['जनत']
जनतेलाच,"['जनतेल', 'जनते']"
जनतेलाही,['जनतेल']
जनतेवर,[]
जनतेवरही,[]
जनतेवरील,[]
जनतेशी,[]
जनतेस,[]
जनतेसमक्ष,[]
जनतेसमोर,[]
जनतेसमोरही,[]
जनतेसाठी,[]
जनतेसाठीच्या,"['जनतेसाठीच', 'जनतेसाठ']"
जनतेसारखा,[]
जनतेसोबत,[]
जनन,[]
जननं,[]
जननक्षम,[]
जननमार्गाचे,"['जननमार्गा', 'जननमार्ग']"
जननशास्त्र,[]
जननिश्चयाला,['जननिश्चय']
जननी,[]
जननीची,['जनन']
जननेंद्रिय,[]
जननेंद्रियांच्या,"['जननेंद्रियांच', 'जननेंद्रिय']"
जनपंचायत,['जनपंचा']
जनपंचायतीचे,"['जनपंचायती', 'जनपंचायत']"
जनपंचायतीला,"['जनपंचायती', 'जनपंचायत', 'जनपंचायत']"
जनपथ,[]
जनपथच्या,['जनपथच']
जनप्रक्षोभ,[]
जनप्रक्षोभाला,['जनप्रक्षोभ']
जनप्रतिनिधी,[]
जनप्रवाहाबरोबर,['जनप्रवाह']
जनभावना,[]
जनमत,[]
जनमतही,[]
जनमताकडे,['जनमत']
जनमताचा,"['जनमता', 'जनमत']"
जनमताचे,"['जनमता', 'जनमत']"
जनमताच्या,"['जनमताच्', 'जनमत', 'जनमताच']"
जनमताने,[]
जनमतापुढे,[]
जनमतास,[]
जनमनामध्ये,['जनमन']
जनमनावर,['जनमन']
जनमानस,[]
जनमानसांत,[]
जनमानसांवर,['जनमानस']
जनमानसाचा,"['जनमानसा', 'जनमानस']"
जनमानसाची,"['जनमानसा', 'जनमानस']"
जनमानसाच्या,"['जनमानसाच्', 'जनमानस', 'जनमानसाच']"
जनमानसात,[]
जनमानसातला,['जनमानस']
जनमानसातही,['जनमानस']
जनमानसातील,"['जनमानसा', 'जनमानस']"
जनमानसातून,"['जनमानस', 'जनमानसात']"
जनमानसामधे,['जनमानस']
जनमानसाला,['जनमानस']
जनमानसावर,['जनमानस']
जनमानसावरील,['जनमानसाव']
जनमानसासमोर,[]
जनमित्र,[]
जनरल,[]
जनरलचं,[]
जनरलचा,[]
जनरलचे,[]
जनरलच्या,['जनरलच']
जनरलपदी,[]
जनरलमध्ये,[]
जनरली,[]
जनरीतीप्रमाणे,['जनरीतीप्रमा']
जनरीतीला,"['जनरीती', 'जनरीत', 'जनरीत']"
जनरूढी,[]
जनरेटर,[]
जनरेटरचा,[]
जनरेटरमधून,['जनरेटरमध']
जनरेटरसाठी,[]
जनरेटर्स,[]
जनरेशन,[]
